run,bias_factor,final_density,average_degree,average_betweenness,average_page_rank,average_clustering_coefficient
1,0.0,0.0113,2.2160493827160495,0.0021219098708217927,0.003086419753086418,0.030349794238683135
2,0.0,0.011825,2.1333333333333333,0.0016440959030455955,0.0026666666666666653,0.03733333333333335
3,0.0,0.010525,2.1575342465753424,0.001796940817827211,0.003424657534246573,0.043949771689497735
4,0.0,0.011225,2.111111111111111,0.002058916693063034,0.003472222222222221,0.03819444444444444
5,0.0,0.01265,2.1639344262295084,0.003042055715493896,0.003278688524590163,0.036065573770491806
1,0.05210526315789474,0.0107,2.1065830721003134,0.0024672612100700327,0.0031347962382445136,0.03970741901776386
2,0.05210526315789474,0.01355,2.1538461538461537,0.001995175568192618,0.0034965034965034965,0.0372960372960373
3,0.05210526315789474,0.00885,2.1728395061728394,0.001117872354467679,0.003086419753086418,0.059670781893004135
4,0.05210526315789474,0.00875,2.1496062992125986,0.0027604009973061666,0.003937007874015748,0.027559055118110225
5,0.05210526315789474,0.012825,2.147692307692308,0.0022151070654682623,0.003076923076923077,0.03076923076923077
1,0.10421052631578948,0.0091,2.172323759791123,0.0016363790513773437,0.002610966057441253,0.021758050478677102
2,0.10421052631578948,0.01035,2.10727969348659,0.0016622913174637315,0.0038314176245210717,0.057471264367816105
3,0.10421052631578948,0.00905,2.2018348623853212,0.005190377435551072,0.003058103975535167,0.05096839959225284
4,0.10421052631578948,0.009825,2.135458167330677,0.0017014032224515593,0.003984063745019919,0.04581673306772909
5,0.10421052631578948,0.0115,2.088135593220339,0.003723847380104353,0.0033898305084745753,0.023728813559322028
1,0.1563157894736842,0.01125,2.1549295774647885,0.002773186244247935,0.003521126760563379,0.04107981220657279
2,0.1563157894736842,0.01035,2.1451612903225805,0.0024133428272198813,0.002688172043010753,0.04390681003584231
3,0.1563157894736842,0.0151,2.1824817518248176,0.003830996182863937,0.0036496350364963494,0.04744525547445257
4,0.1563157894736842,0.0092,2.1220159151193636,0.002425005173354403,0.0026525198938992037,0.018567639257294422
5,0.1563157894736842,0.012,2.1386138613861387,0.0008529840245030862,0.0033003300330033017,0.032453245324532455
1,0.20842105263157895,0.0075,2.1363636363636362,0.0017556517556517556,0.00284090909090909,0.02083333333333333
2,0.20842105263157895,0.010425,2.1834319526627217,0.005360361885698567,0.002958579881656803,0.04142011834319529
3,0.20842105263157895,0.0093,2.172043010752688,0.0019513775143720365,0.002688172043010752,0.026433691756272398
4,0.20842105263157895,0.0125,2.167130919220056,0.0018210050861819339,0.002785515320334261,0.02831940575673167
5,0.20842105263157895,0.0089,2.1969230769230768,0.0014856564908164495,0.003076923076923077,0.03384615384615385
1,0.2605263157894737,0.01055,2.1653333333333333,0.002848838487381304,0.0026666666666666653,0.030666666666666672
2,0.2605263157894737,0.0112,2.1237113402061856,0.00252707092749063,0.003436426116838488,0.04581901489117986
3,0.2605263157894737,0.012425,2.19672131147541,0.00354230203003044,0.0032786885245901635,0.04590163934426232
4,0.2605263157894737,0.0104,2.153284671532847,0.002670284846111381,0.0036496350364963494,0.04257907542579075
5,0.2605263157894737,0.010875,2.1530864197530866,0.0017469516458124997,0.002469135802469135,0.03497942386831277
1,0.3126315789473684,0.008525,2.1475409836065573,0.0015062899522814187,0.00273224043715847,0.015482695810564658
2,0.3126315789473684,0.01305,2.158357771260997,0.0026276433288909993,0.0029325513196480934,0.04105571847507332
3,0.3126315789473684,0.0125,2.1443298969072164,0.001700540947020158,0.0034364261168384875,0.04352806414662085
4,0.3126315789473684,0.0103,2.1337047353760448,0.0041976922108224865,0.0027855153203342614,0.025533890436397394
5,0.3126315789473684,0.008525,2.1425061425061425,0.0013864887428105819,0.0024570024570024565,0.03767403767403768
1,0.36473684210526314,0.01035,2.1496259351620948,0.0021802323764523526,0.002493765586034912,0.04862842892768078
2,0.36473684210526314,0.011525,2.1686046511627906,0.003940102589966452,0.0029069767441860456,0.05184108527131784
3,0.36473684210526314,0.01045,2.1757105943152455,0.003316903738641297,0.002583979328165373,0.021102497846683884
4,0.36473684210526314,0.01075,2.1822916666666665,0.002003897937655781,0.002604166666666665,0.03645833333333335
5,0.36473684210526314,0.0115,2.1909814323607426,0.002643301916962959,0.0026525198938992037,0.027409372236958437
1,0.4168421052631579,0.010125,2.1666666666666665,0.0031790925548414537,0.002777777777777777,0.04444444444444447
2,0.4168421052631579,0.011775,2.2135416666666665,0.0016853945383875802,0.002604166666666665,0.041232638888888916
3,0.4168421052631579,0.00945,2.1921182266009853,0.0033141190418987153,0.0024630541871921183,0.021756978653530375
4,0.4168421052631579,0.01075,2.202739726027397,0.002044489342123215,0.00273972602739726,0.04155251141552512
5,0.4168421052631579,0.010675,2.1527777777777777,0.0015301534200255402,0.0023148148148148143,0.04436728395061729
1,0.46894736842105267,0.011975,2.1893203883495147,0.00222858486114448,0.002427184466019417,0.04085760517799354
2,0.46894736842105267,0.009225,2.1207729468599035,0.004083294749813555,0.0024154589371980684,0.015700483091787436
3,0.46894736842105267,0.009375,2.116504854368932,0.001321980833726557,0.002427184466019416,0.02993527508090615
4,0.46894736842105267,0.010325,2.236559139784946,0.005373524119720102,0.002688172043010753,0.04480286738351256
5,0.46894736842105267,0.01145,2.214492753623188,0.001496785338431198,0.0028985507246376803,0.062318840579710155
