run,prolif_prob,final_density,average_degree,average_betweenness,average_page_rank,average_clustering_coefficient
1,0.0,0.0,2.164383561643836,0.02084086116806023,0.0034246575342465734,0.02739726027397259
2,0.0,0.0,2.1386138613861387,0.031921876044945355,0.0033003300330033012,0.0275027502750275
3,0.0,0.0,2.2052785923753664,0.05072687887082278,0.002932551319648094,0.02883675464320626
4,0.0,0.0,2.1604938271604937,0.016220752221559866,0.003086419753086418,0.012345679012345678
5,0.0,0.0,2.193353474320242,0.04735647459823072,0.0030211480362537764,0.021148036253776425
6,0.0,0.0,2.18125,0.04263119565860295,0.003125,0.031770833333333325
7,0.0,0.0,2.173611111111111,0.04327989084086645,0.0034722222222222207,0.026041666666666664
8,0.0,0.0,2.198830409356725,0.041462664193114604,0.002923976608187133,0.02534113060428849
9,0.0,0.0,2.1952861952861955,0.048332076298178,0.003367003367003366,0.0415263748597082
10,0.0,0.0,2.190201729106628,0.047451328890701146,0.002881844380403458,0.037463976945244976
1,0.05210526315789474,0.0005,2.2578796561604584,0.03931131673703046,0.0028653295128939823,0.033428844317096466
2,0.05210526315789474,0.0017,2.201388888888889,0.020133829585049095,0.003472222222222222,0.03877314814814815
3,0.05210526315789474,0.001225,2.204778156996587,0.05050408895988062,0.0034129692832764505,0.03896473265073948
4,0.05210526315789474,0.000225,2.149532710280374,0.014707846268029963,0.003115264797507787,0.028556593977154723
5,0.05210526315789474,0.001125,2.2943396226415094,0.0634032048731812,0.0037735849056603765,0.05211141060197666
6,0.05210526315789474,0.001475,2.19375,0.049110513889710314,0.003125,0.04718750000000001
7,0.05210526315789474,0.000825,2.2214532871972317,0.04845186520327882,0.003460207612456747,0.03402537485582469
8,0.05210526315789474,0.00095,2.275409836065574,0.03546907969485474,0.0032786885245901635,0.042076502732240444
9,0.05210526315789474,0.000525,2.1584158415841586,0.0184793357776296,0.0033003300330033004,0.025852585258525844
10,0.05210526315789474,0.00125,2.1456953642384105,0.06695408241842864,0.0033112582781456945,0.019867549668874166
1,0.10421052631578948,0.02865,2.437037037037037,0.033514480468372715,0.0037037037037037034,0.11433351225621757
2,0.10421052631578948,0.026175,2.493827160493827,0.015991113899659938,0.00411522633744856,0.13253449527959335
3,0.10421052631578948,0.029825,2.5174825174825175,0.03535650166487825,0.0034965034965034956,0.15977583023037567
4,0.10421052631578948,0.034925,2.471794871794872,0.02253605234215244,0.005128205128205128,0.1591585557299843
