run,prolif_prob,final_density,average_degree,average_betweenness,average_page_rank,average_clustering_coefficient
9,0.5210526315789474,0.039525,2.682758620689655,0.03283982287979425,0.0034482758620689655,0.17515588096362772
10,0.5210526315789474,0.019125,2.4158415841584158,0.04382131905298514,0.0033003300330033004,0.08932069677555986
1,0.5731578947368421,0.056575,2.8450704225352115,0.02430294873518989,0.00352112676056338,0.21133936879958354
2,0.5731578947368421,0.020525,2.380281690140845,0.012972655873592052,0.0035211267605633795,0.0855234646746878
3,0.5731578947368421,0.044575,2.585551330798479,0.03178153857890472,0.0038022813688212923,0.13891882762620755
4,0.5731578947368421,0.041375,2.62874251497006,0.03909975555239245,0.0029940119760479044,0.1346305042497165
5,0.5731578947368421,0.037375,2.395759717314488,0.018017714309513738,0.0035335689045936387,0.09909254193911932
6,0.5731578947368421,0.02665,2.48993288590604,0.03306349363396343,0.0033557046979865767,0.1357302652604666
7,0.5731578947368421,0.02875,2.3851851851851853,0.03048306587672953,0.0037037037037037034,0.0979835390946502
8,0.5731578947368421,0.0318,2.6027397260273974,0.01424453004397392,0.003424657534246575,0.15193594795771564
9,0.5731578947368421,0.05705,2.780821917808219,0.018314674042727262,0.003424657534246575,0.18044792709771867
10,0.5731578947368421,0.0611,2.993710691823899,0.016538848777586823,0.003144654088050314,0.2555068146542694
1,0.6252631578947369,0.022075,2.3137254901960786,0.04610260986764564,0.00326797385620915,0.07979195191471405
2,0.6252631578947369,0.063575,2.689230769230769,0.03224753689149974,0.003076923076923076,0.17853943524829596
3,0.6252631578947369,0.039725,2.6344827586206896,0.03006345371143725,0.0034482758620689655,0.1759589934762349
4,0.6252631578947369,0.075625,2.7868852459016393,0.015448904683393277,0.0032786885245901635,0.21711406848761597
5,0.6252631578947369,0.08,3.047945205479452,0.014699284307853135,0.0034246575342465747,0.2803067852819766
6,0.6252631578947369,0.077475,2.8805460750853245,0.024257177509909304,0.0034129692832764505,0.22874202778639638
7,0.6252631578947369,0.075825,2.8832807570977916,0.01650177567599602,0.003154574132492113,0.24264161294746936
8,0.6252631578947369,0.07175,2.9554140127388533,0.023819670659885557,0.0031847133757961785,0.24825263100704523
9,0.6252631578947369,0.07405,3.0287539936102235,0.017915238660438634,0.003194888178913738,0.2781136913939354
10,0.6252631578947369,0.064375,2.7232472324723247,0.02714725040682872,0.0036900369003690036,0.18337524455217216
1,0.6773684210526316,0.086475,2.9517684887459805,0.020632351919341246,0.0032154340836012853,0.2540744736023233
2,0.6773684210526316,0.04525,2.6741573033707864,0.02003376046646189,0.0037453183520599243,0.15131173445780188
3,0.6773684210526316,0.065325,2.8737864077669903,0.020853038784160508,0.003236245954692557,0.24331885105021286
4,0.6773684210526316,0.09255,3.3333333333333335,0.012775096705648208,0.003333333333333333,0.3742680828818555
5,0.6773684210526316,0.100825,3.0601503759398496,0.022717815120992878,0.0037593984962406013,0.3073328062258804
6,0.6773684210526316,0.061425,2.7666666666666666,0.024848076736025383,0.003333333333333333,0.22641073657927588
7,0.6773684210526316,0.1059,3.0903426791277258,0.01221233849939941,0.0031152647975077876,0.32299056043537516
8,0.6773684210526316,0.098525,3.0397350993377485,0.020652570900530277,0.0033112582781456954,0.2804072543064506
9,0.6773684210526316,0.0926,2.8531468531468533,0.018898657556922938,0.0034965034965034965,0.22559171597633126
10,0.6773684210526316,0.046875,2.5084745762711864,0.02110382187235975,0.0033898305084745753,0.1470019504977132
1,0.7294736842105263,0.1243,3.15018315018315,0.017971139633826846,0.0036630036630036626,0.34559702749357935
2,0.7294736842105263,0.111525,3.0303030303030303,0.022743434402070807,0.003787878787878788,0.28668705177325865
3,0.7294736842105263,0.10885,2.9078014184397163,0.02023277699055696,0.003546099290780141,0.25952218925997994
4,0.7294736842105263,0.094525,2.831460674157303,0.017168955885579963,0.0037453183520599243,0.23978434643723492
5,0.7294736842105263,0.13325,2.996742671009772,0.017787605955680363,0.003257328990228013,0.2841965090145838
6,0.7294736842105263,0.097725,2.802973977695167,0.028539479620401813,0.003717472118959107,0.22870587701604228
7,0.7294736842105263,0.129425,3.407665505226481,0.012666922294650156,0.00348432055749129,0.370197186512987
8,0.7294736842105263,0.10495,3.1683168316831685,0.01966089328564988,0.0033003300330033004,0.334151437102581
9,0.7294736842105263,0.141875,2.9885057471264367,0.0204949549777136,0.0038314176245210717,0.3174340234177961
10,0.7294736842105263,0.113725,3.1455696202531644,0.016546624024653532,0.0031645569620253155,0.32303941029647465
1,0.781578947368421,0.125,3.1448763250883394,0.018239515522651326,0.0035335689045936387,0.35505518763796917
2,0.781578947368421,0.1532,3.0976430976430978,0.021298031467522988,0.0033670033670033664,0.30218515063537793
3,0.781578947368421,0.16415,3.373134328358209,0.012383066504093538,0.0037313432835820886,0.3821384443381823
4,0.781578947368421,0.1205,2.8,0.024321372058598335,0.0036363636363636364,0.20978056426332287
5,0.781578947368421,0.170475,3.3491525423728814,0.012538933546461914,0.0033898305084745753,0.37959077120035634
6,0.781578947368421,0.1601,3.060931899641577,0.015522506880951512,0.0035842293906810036,0.3220375620899881
7,0.781578947368421,0.148375,3.2945205479452055,0.012810710871086135,0.003424657534246575,0.36180564530024995
8,0.781578947368421,0.150975,3.3541666666666665,0.016172343916246362,0.003472222222222222,0.4074504719817221
9,0.781578947368421,0.1217,2.9266666666666667,0.021866924049591105,0.003333333333333333,0.2621743886743885
10,0.781578947368421,0.1499,3.25625,0.011349465704540523,0.0031249999999999993,0.36201754926108387
1,0.8336842105263158,0.1836,3.272727272727273,0.014198040284336473,0.003134796238244514,0.36053983633920966
2,0.8336842105263158,0.193775,3.0864197530864197,0.020722451197616086,0.003086419753086419,0.32174962482526964
3,0.8336842105263158,0.185725,3.177570093457944,0.01493520444535591,0.0031152647975077876,0.36493835071769504
4,0.8336842105263158,0.192625,3.2244897959183674,0.012487763775819984,0.004081632653061225,0.38604594421355176
5,0.8336842105263158,0.17645,3.225092250922509,0.01920485623691429,0.0036900369003690036,0.34802926240978754
6,0.8336842105263158,0.195175,3.235294117647059,0.01412514370241742,0.003676470588235294,0.363651631963415
7,0.8336842105263158,0.189525,3.2686084142394822,0.015132896366886441,0.003236245954692557,0.35678412534275145
8,0.8336842105263158,0.2083,3.176470588235294,0.014324819718785424,0.003676470588235293,0.33976060157356325
9,0.8336842105263158,0.217325,3.2797202797202796,0.01689898932300712,0.0034965034965034965,0.3548303048303049
10,0.8336842105263158,0.2002,3.461038961038961,0.010633806380117933,0.003246753246753247,0.4078287691689757
1,0.8857894736842106,0.254725,3.373665480427046,0.01350654982844169,0.003558718861209963,0.3731229231596708
2,0.8857894736842106,0.2533,3.02027027027027,0.020128949426770248,0.0033783783783783786,0.3012921503593146
3,0.8857894736842106,0.22565,3.369369369369369,0.011590030681502305,0.0030030030030030025,0.39863076850164403
4,0.8857894736842106,0.2357,3.375,0.010612355124550246,0.003472222222222222,0.3814107830104605
5,0.8857894736842106,0.22015,3.3205128205128207,0.0104374612698438,0.003205128205128205,0.41136143615805704
6,0.8857894736842106,0.23935,3.25,0.012113340176208433,0.003787878787878788,0.3908339506601539
7,0.8857894736842106,0.255575,2.986111111111111,0.018031849586727638,0.003472222222222222,0.3293302262951545
8,0.8857894736842106,0.233675,3.402877697841727,0.015270972674066054,0.0035971223021582736,0.4121552019468172
9,0.8857894736842106,0.2454,3.6875,0.006792242310534997,0.003472222222222222,0.4932053122549701
10,0.8857894736842106,0.235475,3.2762645914396886,0.015688777943083845,0.0038910505836575876,0.40536999338607316
1,0.9378947368421053,0.29375,3.3405017921146953,0.011013059821154367,0.0035842293906810044,0.418678722710981
2,0.9378947368421053,0.3346,3.4966887417218544,0.009573460063218265,0.0033112582781456954,0.43623982735329997
3,0.9378947368421053,0.315275,3.2653061224489797,0.011371077955704231,0.0034013605442176865,0.38405473544144925
4,0.9378947368421053,0.29235,3.1197411003236244,0.016388637558113536,0.003236245954692557,0.35279278866703323
5,0.9378947368421053,0.307425,3.446043165467626,0.009700072307559697,0.003597122302158273,0.4319370707064973
6,0.9378947368421053,0.314325,3.725752508361204,0.007458255196802031,0.003344481605351169,0.487770444253707
7,0.9378947368421053,0.276125,3.4740484429065743,0.007158111929611634,0.0034602076124567484,0.4376415857020485
8,0.9378947368421053,0.28685,3.652439024390244,0.007737980022339765,0.0030487804878048777,0.46283454466370927
9,0.9378947368421053,0.296375,3.5125,0.008918704777114015,0.0031249999999999993,0.4429491630468171
10,0.9378947368421053,0.30765,3.563380281690141,0.009805291917406754,0.0035211267605633804,0.4259822953591829
1,0.99,0.358725,3.3527272727272726,0.010988524857137996,0.0036363636363636364,0.43155578127645183
2,0.99,0.358425,3.68,0.008030721345573987,0.0033333333333333322,0.5051437561455263
3,0.99,0.343975,3.6,0.006672778533546264,0.0031249999999999993,0.4470109471759557
4,0.99,0.382025,3.5806451612903225,0.008530772097586452,0.004032258064516128,0.4886207560997187
5,0.99,0.352875,3.46177370030581,0.010657268661433687,0.0030581039755351674,0.4397866156996089
6,0.99,0.3494,3.3312101910828025,0.012339035919142144,0.0031847133757961785,0.3843255830311511
7,0.99,0.353175,3.392739273927393,0.012168982183910675,0.0033003300330033,0.4114787415969148
8,0.99,0.34065,3.341614906832298,0.01304317592538844,0.003105590062111801,0.3836804640281815
9,0.99,0.38025,3.738255033557047,0.00812511718551987,0.0033557046979865762,0.5449973399076142
10,0.99,0.34675,3.2222222222222223,0.014689640840644537,0.0029239766081871343,0.37771206769360083
