run,death_prob,final_density,average_degree,average_betweenness,average_page_rank,average_clustering_coefficient
3,0.6252631578947369,0.0003,2.2013422818791946,0.048760551277329804,0.0033557046979865762,0.03691275167785236
4,0.6252631578947369,7.5e-05,2.1456953642384105,0.02651199460224564,0.0033112582781456945,0.03752759381898455
5,0.6252631578947369,0.000225,2.1474358974358974,0.03792051308647098,0.0032051282051282046,0.01869658119658119
6,0.6252631578947369,0.000125,2.1483870967741936,0.021479548742311037,0.0032258064516129024,0.022580645161290314
7,0.6252631578947369,0.0002,2.210526315789474,0.04239322239306523,0.0035087719298245606,0.017543859649122803
8,0.6252631578947369,5e-05,2.2288828337874658,0.039016650441088915,0.0027247956403269754,0.0181653042688465
9,0.6252631578947369,0.0,2.139784946236559,0.03138250414574214,0.0026881720430107525,0.016129032258064512
10,0.6252631578947369,7.5e-05,2.257425742574257,0.049128089416717056,0.0033003300330033004,0.032453245324532455
1,0.6773684210526316,0.000225,2.159235668789809,0.05245574091090054,0.0031847133757961785,0.036093418259023353
2,0.6773684210526316,0.0,2.1228668941979523,0.017780842161376906,0.0034129692832764497,0.03071672354948805
3,0.6773684210526316,5e-05,2.1887905604719764,0.04294909216402469,0.00294985250737463,0.024582104228121918
4,0.6773684210526316,7.5e-05,2.121212121212121,0.007959628159420582,0.0030303030303030294,0.020707070707070705
5,0.6773684210526316,0.000175,2.16025641025641,0.053975343019529304,0.0032051282051282046,0.02884615384615384
6,0.6773684210526316,0.000175,2.1461794019933556,0.05553069108175276,0.0033222591362126234,0.03543743078626799
7,0.6773684210526316,0.000175,2.232415902140673,0.05755060159067588,0.003058103975535167,0.04281345565749238
8,0.6773684210526316,0.0,2.2119205298013247,0.023285076235946403,0.003311258278145694,0.019867549668874166
9,0.6773684210526316,7.5e-05,2.1623376623376624,0.037609140981434516,0.003246753246753246,0.025974025974025962
10,0.6773684210526316,0.0001,2.269461077844311,0.04458596104220518,0.002994011976047903,0.02095808383233532
1,0.7294736842105263,0.000225,2.232258064516129,0.028337895531757105,0.0032258064516129024,0.03709677419354839
2,0.7294736842105263,7.5e-05,2.1712707182320443,0.03866238485619884,0.002762430939226518,0.02071823204419889
3,0.7294736842105263,0.000125,2.2462462462462462,0.047171511773120636,0.003003003003003003,0.04104104104104106
4,0.7294736842105263,0.0001,2.130030959752322,0.03862262199946169,0.0030959752321981417,0.021155830753353966
5,0.7294736842105263,0.0001,2.1104294478527605,0.05941406090690345,0.003067484662576687,0.014826175869120653
6,0.7294736842105263,0.000175,2.1806451612903226,0.034616782111301383,0.003225806451612902,0.026881720430107524
7,0.7294736842105263,0.00025,2.1449275362318843,0.014108556206302953,0.0036231884057971032,0.03985507246376812
8,0.7294736842105263,0.000125,2.119205298013245,0.03125123759653253,0.0033112582781456945,0.019315673289183218
9,0.7294736842105263,5e-05,2.1660899653979238,0.03765696857413458,0.0034602076124567475,0.024798154555940023
10,0.7294736842105263,0.000125,2.2443729903536975,0.014149521209478533,0.003215434083601286,0.04715969989281887
1,0.781578947368421,5e-05,2.2285714285714286,0.04674498357980583,0.0031746031746031755,0.040211640211640226
2,0.781578947368421,0.000125,2.1565836298932384,0.054107924117107915,0.003558718861209964,0.032028469750889674
3,0.781578947368421,0.0001,2.188087774294671,0.045533128377129854,0.0031347962382445136,0.01567398119122257
4,0.781578947368421,0.0001,2.1506849315068495,0.04376662819557599,0.003424657534246574,0.023401826484018257
5,0.781578947368421,5e-05,2.1,0.023697408371286054,0.003125,0.015624999999999997
6,0.781578947368421,2.5e-05,2.198581560283688,0.01296462554128943,0.0035460992907801405,0.03309692671394799
7,0.781578947368421,0.0001,2.22972972972973,0.05014451497502346,0.0033783783783783777,0.038288288288288286
8,0.781578947368421,5e-05,2.107936507936508,0.0559526312848386,0.003174603174603176,0.009523809523809525
9,0.781578947368421,0.0,2.2465753424657535,0.011069337470333734,0.00273972602739726,0.019178082191780816
10,0.781578947368421,0.000125,2.214765100671141,0.03987430078034104,0.0033557046979865762,0.04138702460850114
1,0.8336842105263158,0.0001,2.1898305084745764,0.048238442713233846,0.0033898305084745753,0.04576271186440678
2,0.8336842105263158,0.0,2.210526315789474,0.03785659450794778,0.002923976608187134,0.01656920077972709
3,0.8336842105263158,0.0001,2.141935483870968,0.03206344235157263,0.0032258064516129024,0.03655913978494625
4,0.8336842105263158,0.0001,2.2032967032967035,0.04711026458891854,0.002747252747252747,0.013736263736263734
5,0.8336842105263158,0.0002,2.198581560283688,0.04795247469776128,0.0035460992907801405,0.04669030732860521
6,0.8336842105263158,2.5e-05,2.1070234113712374,0.03662204712686184,0.0033444816053511696,0.020066889632107024
7,0.8336842105263158,5e-05,2.1739130434782608,0.04334970544483238,0.0033444816053511696,0.026755852842809354
8,0.8336842105263158,0.00015,2.1704918032786886,0.01769207550608383,0.0032786885245901635,0.036612021857923505
9,0.8336842105263158,7.5e-05,2.119205298013245,0.025834561762484144,0.0033112582781456945,0.027593818984547453
10,0.8336842105263158,7.5e-05,2.1702127659574466,0.04228924326832851,0.0030395136778115493,0.027355623100303945
1,0.8857894736842106,0.000125,2.1970149253731344,0.04978672478895912,0.0029850746268656717,0.020895522388059695
2,0.8857894736842106,0.0001,2.161073825503356,0.02226662293776388,0.0033557046979865762,0.03970917225950785
3,0.8857894736842106,5e-05,2.2084507042253523,0.03076815915418568,0.0028169014084507044,0.029577464788732393
4,0.8857894736842106,0.0001,2.1872909698996654,0.04920868883518431,0.0033444816053511705,0.03288740245261985
5,0.8857894736842106,0.0001,2.152439024390244,0.05381391279438769,0.003048780487804877,0.021341463414634138
6,0.8857894736842106,7.5e-05,2.2071005917159763,0.01965697697265833,0.002958579881656803,0.029092702169625242
7,0.8857894736842106,0.0,2.174496644295302,0.029861160733643952,0.0033557046979865762,0.04362416107382551
8,0.8857894736842106,7.5e-05,2.146788990825688,0.034633612011897595,0.003058103975535167,0.025484199796126393
9,0.8857894736842106,7.5e-05,2.1700680272108843,0.05249805752400545,0.0034013605442176856,0.029478458049886615
10,0.8857894736842106,5e-05,2.142857142857143,0.018205683320595523,0.003401360544217686,0.02324263038548752
1,0.9378947368421053,2.5e-05,2.1839080459770117,0.04704331880635617,0.0028735632183908033,0.028256704980842907
2,0.9378947368421053,0.000125,2.1868512110726646,0.03310213372771395,0.0034602076124567475,0.03114186851211072
3,0.9378947368421053,0.000175,2.1375,0.043289884860314265,0.003125,0.03333333333333334
4,0.9378947368421053,2.5e-05,2.1575342465753424,0.048888721152769196,0.003424657534246574,0.042237442922374434
5,0.9378947368421053,0.0001,2.282131661442006,0.03525191968408607,0.003134796238244514,0.03448275862068966
6,0.9378947368421053,0.000125,2.0718954248366015,0.02008549177508219,0.0032679738562091487,0.02069716775599128
7,0.9378947368421053,0.0001,2.116504854368932,0.010571704841335782,0.003236245954692557,0.02481121898597626
8,0.9378947368421053,7.5e-05,2.1547619047619047,0.05409107158816696,0.002976190476190476,0.02976190476190476
9,0.9378947368421053,0.00015,2.1924398625429555,0.06260618130274215,0.003436426116838488,0.009736540664375716
10,0.9378947368421053,5e-05,2.106007067137809,0.06633987776229242,0.0035335689045936395,0.014134275618374558
1,0.99,7.5e-05,2.2328358208955223,0.05440387209982348,0.0029850746268656717,0.029850746268656716
2,0.99,5e-05,2.1857585139318885,0.05322482293886352,0.0030959752321981417,0.028895768833849325
3,0.99,0.00015,2.1455696202531644,0.05230397407693225,0.0031645569620253147,0.00949367088607595
4,0.99,2.5e-05,2.1869158878504673,0.03388375374759519,0.003115264797507787,0.02232606438213914
5,0.99,0.000125,2.1962025316455698,0.019906730194563786,0.003164556962025315,0.03481012658227847
6,0.99,0.000175,2.128813559322034,0.036252714772494324,0.0033898305084745757,0.04180790960451978
7,0.99,0.000175,2.1254125412541254,0.02201021184602894,0.0033003300330033004,0.026402640264026393
8,0.99,0.0,2.219839142091153,0.0338610645738619,0.0026809651474530823,0.024128686327077743
9,0.99,2.5e-05,2.1481481481481484,0.040100369328170286,0.003086419753086418,0.029835390946502057
10,0.99,2.5e-05,2.175675675675676,0.04429185325069103,0.0033783783783783777,0.02364864864864864
